Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,COVID_Period,Year,Month,Month_Name,Year_Month,Pre_COVID_Regional_Avg,COVID_Deviation
Gujarat,2019-12-31,Monthly,5.71,10172812.0,43.75,Urban,Pre-COVID,2019,12,Dec,2019-12,5.176,0.5339999999999998
Gujarat,2020-01-31,Monthly,5.82,9824501.0,42.19,Urban,Pre-COVID,2020,1,Jan,2020-01,5.176,0.6440000000000001
Gujarat,2020-02-29,Monthly,6.04,10784753.0,46.31,Urban,Pre-COVID,2020,2,Feb,2020-02,5.176,0.8639999999999999
Gujarat,2020-03-31,Monthly,5.39,10083026.0,42.9,Urban,COVID,2020,3,Mar,2020-03,5.176,0.21399999999999952
Gujarat,2020-04-30,Monthly,25.94,6701284.0,36.33,Urban,COVID,2020,4,Apr,2020-04,5.176,20.764000000000003
Gujarat,2020-05-31,Monthly,11.62,6072776.0,27.52,Urban,COVID,2020,5,May,2020-05,5.176,6.443999999999999
Gujarat,2020-06-30,Monthly,4.54,10574711.0,44.26,Urban,COVID,2020,6,Jun,2020-06,5.176,-0.6360000000000001
Haryana,2019-05-31,Monthly,14.54,5249186.0,45.12,Rural,Pre-COVID,2019,5,May,2019-05,22.935499999999998,-8.395499999999998
Haryana,2019-06-30,Monthly,23.08,4745178.0,45.23,Rural,Pre-COVID,2019,6,Jun,2019-06,22.935499999999998,0.14450000000000074
Haryana,2019-07-31,Monthly,16.22,4826560.0,42.17,Rural,Pre-COVID,2019,7,Jul,2019-07,22.935499999999998,-6.715499999999999
Haryana,2019-08-31,Monthly,30.94,4558306.0,48.23,Rural,Pre-COVID,2019,8,Aug,2019-08,22.935499999999998,8.004500000000004
Haryana,2019-09-30,Monthly,16.36,5127956.0,44.72,Rural,Pre-COVID,2019,9,Sep,2019-09,22.935499999999998,-6.575499999999998
Haryana,2019-10-31,Monthly,24.17,4798833.0,46.07,Rural,Pre-COVID,2019,10,Oct,2019-10,22.935499999999998,1.2345000000000041
Haryana,2019-11-30,Monthly,16.59,4875763.0,42.48,Rural,Pre-COVID,2019,11,Nov,2019-11,22.935499999999998,-6.345499999999998
Haryana,2019-12-31,Monthly,29.56,4603484.0,47.4,Rural,Pre-COVID,2019,12,Dec,2019-12,22.935499999999998,6.624500000000001
Haryana,2020-01-31,Monthly,16.21,5062293.0,43.74,Rural,Pre-COVID,2020,1,Jan,2020-01,22.935499999999998,-6.725499999999997
Haryana,2020-02-29,Monthly,27.19,4570108.0,45.37,Rural,Pre-COVID,2020,2,Feb,2020-02,22.935499999999998,4.254500000000004
Haryana,2020-03-31,Monthly,23.92,4366148.0,41.4,Rural,COVID,2020,3,Mar,2020-03,22.935499999999998,0.9845000000000041
Haryana,2020-04-30,Monthly,41.61,4041050.0,49.85,Rural,COVID,2020,4,Apr,2020-04,22.935499999999998,18.674500000000002
Haryana,2020-05-31,Monthly,34.22,3914193.0,42.78,Rural,COVID,2020,5,May,2020-05,22.935499999999998,11.284500000000001
Haryana,2020-06-30,Monthly,35.57,4357835.0,48.53,Rural,COVID,2020,6,Jun,2020-06,22.935499999999998,12.634500000000003
Haryana,2019-05-31,Monthly,24.67,2693596.0,43.18,Urban,Pre-COVID,2019,5,May,2019-05,22.935499999999998,1.7345000000000041
Haryana,2019-06-30,Monthly,20.42,2845190.0,43.06,Urban,Pre-COVID,2019,6,Jun,2019-06,22.935499999999998,-2.515499999999996
Haryana,2019-07-31,Monthly,25.45,2405973.0,38.77,Urban,Pre-COVID,2019,7,Jul,2019-07,22.935499999999998,2.5145000000000017
Haryana,2019-08-31,Monthly,24.19,2523005.0,39.87,Urban,Pre-COVID,2019,8,Aug,2019-08,22.935499999999998,1.2545000000000037
Haryana,2019-09-30,Monthly,26.84,2675862.0,43.7,Urban,Pre-COVID,2019,9,Sep,2019-09,22.935499999999998,3.9045000000000023
Haryana,2019-10-31,Monthly,21.04,2821456.0,42.58,Urban,Pre-COVID,2019,10,Oct,2019-10,22.935499999999998,-1.8954999999999984
Haryana,2019-11-30,Monthly,27.06,2404239.0,39.18,Urban,Pre-COVID,2019,11,Nov,2019-11,22.935499999999998,4.124500000000001
Haryana,2019-12-31,Monthly,23.65,2548835.0,39.57,Urban,Pre-COVID,2019,12,Dec,2019-12,22.935499999999998,0.714500000000001
Haryana,2020-01-31,Monthly,27.24,2630938.0,42.75,Urban,Pre-COVID,2020,1,Jan,2020-01,22.935499999999998,4.304500000000001
Haryana,2020-02-29,Monthly,23.29,2752834.0,42.32,Urban,Pre-COVID,2020,2,Feb,2020-02,22.935499999999998,0.3545000000000016
Haryana,2020-03-31,Monthly,27.14,2275407.0,36.73,Urban,COVID,2020,3,Mar,2020-03,22.935499999999998,4.204500000000003
Haryana,2020-04-30,Monthly,46.89,1606580.0,35.48,Urban,COVID,2020,4,Apr,2020-04,22.935499999999998,23.954500000000003
Haryana,2020-05-31,Monthly,38.46,2013083.0,38.27,Urban,COVID,2020,5,May,2020-05,22.935499999999998,15.524500000000003
Haryana,2020-06-30,Monthly,29.41,2304138.0,38.09,Urban,COVID,2020,6,Jun,2020-06,22.935499999999998,6.474500000000003
Himachal Pradesh,2019-05-31,Monthly,13.68,2045760.0,44.23,Rural,Pre-COVID,2019,5,May,2019-05,19.128999999999998,-5.448999999999998
Himachal Pradesh,2019-06-30,Monthly,11.43,1957081.0,41.18,Rural,Pre-COVID,2019,6,Jun,2019-06,19.128999999999998,-7.698999999999998
Himachal Pradesh,2019-07-31,Monthly,20.59,1916824.0,44.91,Rural,Pre-COVID,2019,7,Jul,2019-07,19.128999999999998,1.461000000000002
Himachal Pradesh,2019-08-31,Monthly,18.56,1969248.0,44.91,Rural,Pre-COVID,2019,8,Aug,2019-08,19.128999999999998,-0.5689999999999991
Himachal Pradesh,2019-09-30,Monthly,15.98,2039804.0,45.02,Rural,Pre-COVID,2019,9,Sep,2019-09,19.128999999999998,-3.1489999999999974
Himachal Pradesh,2019-10-31,Monthly,15.81,1946957.0,42.81,Rural,Pre-COVID,2019,10,Oct,2019-10,19.128999999999998,-3.3189999999999973
Himachal Pradesh,2019-11-30,Monthly,22.86,2024409.0,48.5,Rural,Pre-COVID,2019,11,Nov,2019-11,19.128999999999998,3.7310000000000016
Himachal Pradesh,2019-12-31,Monthly,19.46,1922821.0,44.05,Rural,Pre-COVID,2019,12,Dec,2019-12,19.128999999999998,0.33100000000000307
Himachal Pradesh,2020-01-31,Monthly,16.67,2041035.0,45.11,Rural,Pre-COVID,2020,1,Jan,2020-01,19.128999999999998,-2.458999999999996
Himachal Pradesh,2020-02-29,Monthly,15.42,1952464.0,42.45,Rural,Pre-COVID,2020,2,Feb,2020-02,19.128999999999998,-3.708999999999998
Himachal Pradesh,2020-03-31,Monthly,17.71,1800426.0,40.17,Rural,COVID,2020,3,Mar,2020-03,19.128999999999998,-1.418999999999997
Himachal Pradesh,2020-04-30,Monthly,2.13,984171.0,18.43,Rural,COVID,2020,4,Apr,2020-04,19.128999999999998,-16.999
Himachal Pradesh,2020-05-31,Monthly,25.64,1732050.0,42.62,Rural,COVID,2020,5,May,2020-05,19.128999999999998,6.511000000000003
Himachal Pradesh,2020-06-30,Monthly,1.12,2230075.0,41.2,Rural,COVID,2020,6,Jun,2020-06,19.128999999999998,-18.008999999999997
Himachal Pradesh,2019-05-31,Monthly,10.88,245668.0,45.27,Urban,Pre-COVID,2019,5,May,2019-05,19.128999999999998,-8.248999999999997
Himachal Pradesh,2019-06-30,Monthly,21.43,237576.0,49.58,Urban,Pre-COVID,2019,6,Jun,2019-06,19.128999999999998,2.301000000000002
Himachal Pradesh,2019-07-31,Monthly,21.51,235894.0,49.22,Urban,Pre-COVID,2019,7,Jul,2019-07,19.128999999999998,2.381000000000004
Himachal Pradesh,2019-08-31,Monthly,24.48,236315.0,51.17,Urban,Pre-COVID,2019,8,Aug,2019-08,19.128999999999998,5.351000000000003
Himachal Pradesh,2019-09-30,Monthly,12.0,247210.0,45.87,Urban,Pre-COVID,2019,9,Sep,2019-09,19.128999999999998,-7.128999999999998
Himachal Pradesh,2019-10-31,Monthly,23.77,232322.0,49.69,Urban,Pre-COVID,2019,10,Oct,2019-10,19.128999999999998,4.641000000000002
Himachal Pradesh,2019-11-30,Monthly,27.27,233029.0,52.17,Urban,Pre-COVID,2019,11,Nov,2019-11,19.128999999999998,8.141000000000002
Himachal Pradesh,2019-12-31,Monthly,25.32,241366.0,52.55,Urban,Pre-COVID,2019,12,Dec,2019-12,19.128999999999998,6.1910000000000025
Himachal Pradesh,2020-01-31,Monthly,18.15,246596.0,48.92,Urban,Pre-COVID,2020,1,Jan,2020-01,19.128999999999998,-0.9789999999999992
Himachal Pradesh,2020-02-29,Monthly,27.31,227804.0,50.82,Urban,Pre-COVID,2020,2,Feb,2020-02,19.128999999999998,8.181000000000001
Himachal Pradesh,2020-03-31,Monthly,26.44,221432.0,48.74,Urban,COVID,2020,3,Mar,2020-03,19.128999999999998,7.3110000000000035
Himachal Pradesh,2020-04-30,Monthly,2.7,146957.0,24.42,Urban,COVID,2020,4,Apr,2020-04,19.128999999999998,-16.429
Himachal Pradesh,2020-05-31,Monthly,50.0,134868.0,43.55,Urban,COVID,2020,5,May,2020-05,19.128999999999998,30.871000000000002
Himachal Pradesh,2020-06-30,Monthly,10.81,224902.0,40.66,Urban,COVID,2020,6,Jun,2020-06,19.128999999999998,-8.318999999999997
Jammu & Kashmir,2019-05-31,Monthly,12.78,2495186.0,40.57,Rural,Pre-COVID,2019,5,May,2019-05,17.22,-4.4399999999999995
Jammu & Kashmir,2019-06-30,Monthly,12.09,2423742.0,39.02,Rural,Pre-COVID,2019,6,Jun,2019-06,17.22,-5.129999999999999
Jammu & Kashmir,2019-07-31,Monthly,13.67,2549316.0,41.71,Rural,Pre-COVID,2019,7,Jul,2019-07,17.22,-3.549999999999999
Jammu & Kashmir,2019-08-31,Monthly,11.32,2778624.0,44.17,Rural,Pre-COVID,2019,8,Aug,2019-08,17.22,-5.899999999999999
Jammu & Kashmir,2019-10-31,Monthly,19.27,2477621.0,43.08,Rural,Pre-COVID,2019,10,Oct,2019-10,17.22,2.0500000000000007
Jammu & Kashmir,2019-11-30,Monthly,14.73,2415724.0,39.69,Rural,Pre-COVID,2019,11,Nov,2019-11,17.22,-2.4899999999999984
Jammu & Kashmir,2020-01-31,Monthly,22.19,2373488.0,42.56,Rural,Pre-COVID,2020,1,Jan,2020-01,17.22,4.970000000000002
Jammu & Kashmir,2020-02-29,Monthly,21.23,2163397.0,38.25,Rural,Pre-COVID,2020,2,Feb,2020-02,17.22,4.010000000000002
Jammu & Kashmir,2020-03-31,Monthly,16.0,2361004.0,39.06,Rural,COVID,2020,3,Mar,2020-03,17.22,-1.2199999999999989
Jammu & Kashmir,2020-05-31,Monthly,2.22,2716966.0,38.46,Rural,COVID,2020,5,May,2020-05,17.22,-14.999999999999998
Jammu & Kashmir,2020-06-30,Monthly,18.97,2049617.0,34.94,Rural,COVID,2020,6,Jun,2020-06,17.22,1.75
Jammu & Kashmir,2019-05-31,Monthly,23.04,1130139.0,46.74,Urban,Pre-COVID,2019,5,May,2019-05,17.22,5.82
Jammu & Kashmir,2019-06-30,Monthly,19.88,1139815.0,45.17,Urban,Pre-COVID,2019,6,Jun,2019-06,17.22,2.66
Jammu & Kashmir,2019-07-31,Monthly,21.55,1183770.0,47.8,Urban,Pre-COVID,2019,7,Jul,2019-07,17.22,4.330000000000002
Jammu & Kashmir,2019-10-31,Monthly,24.06,1029087.0,42.63,Urban,Pre-COVID,2019,10,Oct,2019-10,17.22,6.84
Jammu & Kashmir,2019-11-30,Monthly,14.29,1226793.0,44.92,Urban,Pre-COVID,2019,11,Nov,2019-11,17.22,-2.9299999999999997
Jammu & Kashmir,2019-12-31,Monthly,7.02,1209085.0,40.71,Urban,Pre-COVID,2019,12,Dec,2019-12,17.22,-10.2
Jammu & Kashmir,2020-01-31,Monthly,18.54,1079537.0,41.4,Urban,Pre-COVID,2020,1,Jan,2020-01,17.22,1.3200000000000003
Jammu & Kashmir,2020-02-29,Monthly,19.86,1060116.0,41.23,Urban,Pre-COVID,2020,2,Feb,2020-02,17.22,2.6400000000000006
Jammu & Kashmir,2020-03-31,Monthly,14.29,998103.0,36.21,Urban,COVID,2020,3,Mar,2020-03,17.22,-2.9299999999999997
Jammu & Kashmir,2020-05-31,Monthly,12.96,937435.0,33.33,Urban,COVID,2020,5,May,2020-05,17.22,-4.259999999999998
Jharkhand,2019-05-31,Monthly,7.11,7035766.0,39.04,Rural,Pre-COVID,2019,5,May,2019-05,14.279500000000002,-7.169500000000002
Jharkhand,2019-06-30,Monthly,8.46,7319782.0,41.12,Rural,Pre-COVID,2019,6,Jun,2019-06,14.279500000000002,-5.8195000000000014
Jharkhand,2019-07-31,Monthly,9.98,6958404.0,39.66,Rural,Pre-COVID,2019,7,Jul,2019-07,14.279500000000002,-4.299500000000002
Jharkhand,2019-08-31,Monthly,12.06,7015356.0,40.83,Rural,Pre-COVID,2019,8,Aug,2019-08,14.279500000000002,-2.219500000000002
Jharkhand,2019-09-30,Monthly,7.12,7500122.0,41.24,Rural,Pre-COVID,2019,9,Sep,2019-09,14.279500000000002,-7.159500000000002
Jharkhand,2019-10-31,Monthly,6.57,7761243.0,42.33,Rural,Pre-COVID,2019,10,Oct,2019-10,14.279500000000002,-7.709500000000002
Jharkhand,2019-11-30,Monthly,8.07,7279628.0,40.26,Rural,Pre-COVID,2019,11,Nov,2019-11,14.279500000000002,-6.209500000000002
Jharkhand,2019-12-31,Monthly,15.15,6873437.0,41.09,Rural,Pre-COVID,2019,12,Dec,2019-12,14.279500000000002,0.870499999999998
Jharkhand,2020-01-31,Monthly,6.16,7868736.0,42.43,Rural,Pre-COVID,2020,1,Jan,2020-01,14.279500000000002,-8.119500000000002
Jharkhand,2020-02-29,Monthly,9.06,7932402.0,44.05,Rural,Pre-COVID,2020,2,Feb,2020-02,14.279500000000002,-5.219500000000002
Jharkhand,2020-03-31,Monthly,5.01,7157454.0,37.96,Rural,COVID,2020,3,Mar,2020-03,14.279500000000002,-9.269500000000003
Jharkhand,2020-04-30,Monthly,41.72,4280434.0,36.92,Rural,COVID,2020,4,Apr,2020-04,14.279500000000002,27.440499999999997
Jharkhand,2020-05-31,Monthly,55.1,3315038.0,37.03,Rural,COVID,2020,5,May,2020-05,14.279500000000002,40.820499999999996
Jharkhand,2020-06-30,Monthly,21.53,6375114.0,40.65,Rural,COVID,2020,6,Jun,2020-06,14.279500000000002,7.250499999999999
Jharkhand,2019-05-31,Monthly,17.23,2404033.0,43.25,Urban,Pre-COVID,2019,5,May,2019-05,14.279500000000002,2.950499999999998
Jharkhand,2019-06-30,Monthly,20.51,2326911.0,43.51,Urban,Pre-COVID,2019,6,Jun,2019-06,14.279500000000002,6.230499999999999
Jharkhand,2019-07-31,Monthly,15.67,2434579.0,42.82,Urban,Pre-COVID,2019,7,Jul,2019-07,14.279500000000002,1.3904999999999976
Jharkhand,2019-08-31,Monthly,20.25,2335406.0,43.35,Urban,Pre-COVID,2019,8,Aug,2019-08,14.279500000000002,5.970499999999998
Jharkhand,2019-09-30,Monthly,21.16,2357627.0,44.18,Urban,Pre-COVID,2019,9,Sep,2019-09,14.279500000000002,6.880499999999998
Jharkhand,2019-10-31,Monthly,19.05,2460196.0,44.82,Urban,Pre-COVID,2019,10,Oct,2019-10,14.279500000000002,4.770499999999998
Jharkhand,2019-11-30,Monthly,17.34,2424281.0,43.17,Urban,Pre-COVID,2019,11,Nov,2019-11,14.279500000000002,3.0604999999999976
Jharkhand,2019-12-31,Monthly,22.01,2290170.0,43.14,Urban,Pre-COVID,2019,12,Dec,2019-12,14.279500000000002,7.730499999999999
Jharkhand,2020-01-31,Monthly,22.96,2329293.0,44.33,Urban,Pre-COVID,2020,1,Jan,2020-01,14.279500000000002,8.680499999999999
Jharkhand,2020-02-29,Monthly,19.67,2493023.0,45.42,Urban,Pre-COVID,2020,2,Feb,2020-02,14.279500000000002,5.390499999999999
Jharkhand,2020-03-31,Monthly,16.4,2480661.0,43.34,Urban,COVID,2020,3,Mar,2020-03,14.279500000000002,2.1204999999999963
Jharkhand,2020-04-30,Monthly,61.48,1054829.0,39.92,Urban,COVID,2020,4,Apr,2020-04,14.279500000000002,47.20049999999999
Jharkhand,2020-05-31,Monthly,70.17,830347.0,40.49,Urban,COVID,2020,5,May,2020-05,14.279500000000002,55.8905
Jharkhand,2020-06-30,Monthly,19.38,2244460.0,40.43,Urban,COVID,2020,6,Jun,2020-06,14.279500000000002,5.100499999999997
Karnataka,2019-05-31,Monthly,5.46,13911440.0,46.36,Rural,Pre-COVID,2019,5,May,2019-05,3.2344999999999997,2.2255000000000003
Karnataka,2019-06-30,Monthly,5.98,12888490.0,43.12,Rural,Pre-COVID,2019,6,Jun,2019-06,3.2344999999999997,2.7455000000000007
Karnataka,2019-07-31,Monthly,0.52,12169808.0,38.42,Rural,Pre-COVID,2019,7,Jul,2019-07,3.2344999999999997,-2.7144999999999997
Karnataka,2019-08-31,Monthly,0.37,12686470.0,39.93,Rural,Pre-COVID,2019,8,Aug,2019-08,3.2344999999999997,-2.8644999999999996
Karnataka,2019-09-30,Monthly,3.2,13741892.0,44.45,Rural,Pre-COVID,2019,9,Sep,2019-09,3.2344999999999997,-0.03449999999999953
Karnataka,2019-10-31,Monthly,7.13,12803527.0,43.1,Rural,Pre-COVID,2019,10,Oct,2019-10,3.2344999999999997,3.8955
Karnataka,2019-11-30,Monthly,1.19,11537217.0,36.45,Rural,Pre-COVID,2019,11,Nov,2019-11,3.2344999999999997,-2.0444999999999998
Karnataka,2019-12-31,Monthly,0.41,12756132.0,39.92,Rural,Pre-COVID,2019,12,Dec,2019-12,3.2344999999999997,-2.8244999999999996
Karnataka,2020-01-31,Monthly,2.57,13938874.0,44.52,Rural,Pre-COVID,2020,1,Jan,2020-01,3.2344999999999997,-0.6644999999999999
Karnataka,2020-02-29,Monthly,4.11,12753657.0,41.33,Rural,Pre-COVID,2020,2,Feb,2020-02,3.2344999999999997,0.8755000000000006
Karnataka,2020-03-31,Monthly,2.39,12853818.0,40.85,Rural,COVID,2020,3,Mar,2020-03,3.2344999999999997,-0.8444999999999996
Karnataka,2020-04-30,Monthly,33.17,9330400.0,43.25,Rural,COVID,2020,4,Apr,2020-04,3.2344999999999997,29.9355
Karnataka,2020-05-31,Monthly,23.72,10626328.0,43.09,Rural,COVID,2020,5,May,2020-05,3.2344999999999997,20.4855
Karnataka,2020-06-30,Monthly,10.92,15396213.0,53.37,Rural,COVID,2020,6,Jun,2020-06,3.2344999999999997,7.6855
Karnataka,2019-05-31,Monthly,6.56,8638239.0,40.62,Urban,Pre-COVID,2019,5,May,2019-05,3.2344999999999997,3.3255
Karnataka,2019-06-30,Monthly,5.0,8862498.0,40.89,Urban,Pre-COVID,2019,6,Jun,2019-06,3.2344999999999997,1.7655000000000003
Karnataka,2019-07-31,Monthly,2.29,8738029.0,39.09,Urban,Pre-COVID,2019,7,Jul,2019-07,3.2344999999999997,-0.9444999999999997
Karnataka,2019-08-31,Monthly,1.27,8614340.0,38.04,Urban,Pre-COVID,2019,8,Aug,2019-08,3.2344999999999997,-1.9644999999999997
Karnataka,2019-09-30,Monthly,3.57,8647794.0,39.0,Urban,Pre-COVID,2019,9,Sep,2019-09,3.2344999999999997,0.33550000000000013
Karnataka,2019-10-31,Monthly,3.87,8799249.0,39.7,Urban,Pre-COVID,2019,10,Oct,2019-10,3.2344999999999997,0.6355000000000004
Karnataka,2019-11-30,Monthly,3.44,8613835.0,38.6,Urban,Pre-COVID,2019,11,Nov,2019-11,3.2344999999999997,0.20550000000000024
Karnataka,2019-12-31,Monthly,1.56,8592376.0,37.66,Urban,Pre-COVID,2019,12,Dec,2019-12,3.2344999999999997,-1.6744999999999997
Karnataka,2020-01-31,Monthly,3.31,8749154.0,38.94,Urban,Pre-COVID,2020,1,Jan,2020-01,3.2344999999999997,0.07550000000000034
Karnataka,2020-02-29,Monthly,2.88,8924061.0,39.45,Urban,Pre-COVID,2020,2,Feb,2020-02,3.2344999999999997,-0.3544999999999998
Karnataka,2020-03-31,Monthly,4.92,9225835.0,41.55,Urban,COVID,2020,3,Mar,2020-03,3.2344999999999997,1.6855000000000002
Karnataka,2020-04-30,Monthly,25.12,7387995.0,42.14,Urban,COVID,2020,4,Apr,2020-04,3.2344999999999997,21.8855
Karnataka,2020-05-31,Monthly,15.88,8669258.0,43.9,Urban,COVID,2020,5,May,2020-05,3.2344999999999997,12.645500000000002
Karnataka,2020-06-30,Monthly,6.12,8822411.0,39.93,Urban,COVID,2020,6,Jun,2020-06,3.2344999999999997,2.8855000000000004
Kerala,2019-05-31,Monthly,6.63,5184355.0,38.07,Rural,Pre-COVID,2019,5,May,2019-05,6.9925,-0.3624999999999998
Kerala,2019-06-30,Monthly,9.0,5605627.0,42.19,Rural,Pre-COVID,2019,6,Jun,2019-06,6.9925,2.0075000000000003
Kerala,2019-07-31,Monthly,4.95,4855393.0,34.96,Rural,Pre-COVID,2019,7,Jul,2019-07,6.9925,-2.0424999999999995
Kerala,2019-08-31,Monthly,10.32,5233449.0,39.9,Rural,Pre-COVID,2019,8,Aug,2019-08,6.9925,3.3275000000000006
Kerala,2019-09-30,Monthly,5.35,5400499.0,38.97,Rural,Pre-COVID,2019,9,Sep,2019-09,6.9925,-1.6425
Kerala,2019-10-31,Monthly,9.14,5328825.0,40.02,Rural,Pre-COVID,2019,10,Oct,2019-10,6.9925,2.147500000000001
Kerala,2019-11-30,Monthly,5.0,4557906.0,32.71,Rural,Pre-COVID,2019,11,Nov,2019-11,6.9925,-1.9924999999999997
Kerala,2019-12-31,Monthly,10.77,5065804.0,38.67,Rural,Pre-COVID,2019,12,Dec,2019-12,6.9925,3.7775
Kerala,2020-01-31,Monthly,4.11,5307026.0,37.66,Rural,Pre-COVID,2020,1,Jan,2020-01,6.9925,-2.8824999999999994
Kerala,2020-02-29,Monthly,8.91,5203579.0,38.84,Rural,Pre-COVID,2020,2,Feb,2020-02,6.9925,1.9175000000000004
Kerala,2020-03-31,Monthly,8.85,4141953.0,30.87,Rural,COVID,2020,3,Mar,2020-03,6.9925,1.8575
Kerala,2020-04-30,Monthly,10.71,1754170.0,13.33,Rural,COVID,2020,4,Apr,2020-04,6.9925,3.717500000000001
Kerala,2020-05-31,Monthly,23.38,3799919.0,33.62,Rural,COVID,2020,5,May,2020-05,6.9925,16.3875
Kerala,2020-06-30,Monthly,27.66,3952088.0,37.01,Rural,COVID,2020,6,Jun,2020-06,6.9925,20.6675
Kerala,2019-05-31,Monthly,6.11,4605913.0,36.65,Urban,Pre-COVID,2019,5,May,2019-05,6.9925,-0.8824999999999994
Kerala,2019-06-30,Monthly,6.67,4678374.0,37.42,Urban,Pre-COVID,2019,6,Jun,2019-06,6.9925,-0.3224999999999998
Kerala,2019-07-31,Monthly,7.58,4105211.0,33.13,Urban,Pre-COVID,2019,7,Jul,2019-07,6.9925,0.5875000000000004
Kerala,2019-08-31,Monthly,7.69,4448650.0,35.91,Urban,Pre-COVID,2019,8,Aug,2019-08,6.9925,0.6975000000000007
Kerala,2019-09-30,Monthly,5.52,4640642.0,36.57,Urban,Pre-COVID,2019,9,Sep,2019-09,6.9925,-1.4725000000000001
Kerala,2019-10-31,Monthly,5.35,4644510.0,36.49,Urban,Pre-COVID,2019,10,Oct,2019-10,6.9925,-1.6425
Kerala,2019-11-30,Monthly,6.71,4062767.0,32.36,Urban,Pre-COVID,2019,11,Nov,2019-11,6.9925,-0.28249999999999975
Kerala,2019-12-31,Monthly,7.31,4440283.0,35.56,Urban,Pre-COVID,2019,12,Dec,2019-12,6.9925,0.3174999999999999
Kerala,2020-01-31,Monthly,6.65,4597507.0,36.53,Urban,Pre-COVID,2020,1,Jan,2020-01,6.9925,-0.34249999999999936
Kerala,2020-02-29,Monthly,6.08,4624444.0,36.48,Urban,Pre-COVID,2020,2,Feb,2020-02,6.9925,-0.9124999999999996
Kerala,2020-03-31,Monthly,9.14,4079775.0,33.24,Urban,COVID,2020,3,Mar,2020-03,6.9925,2.147500000000001
Kerala,2020-04-30,Monthly,21.43,2179106.0,20.51,Urban,COVID,2020,4,Apr,2020-04,6.9925,14.4375
Kerala,2020-05-31,Monthly,30.28,2826118.0,29.95,Urban,COVID,2020,5,May,2020-05,6.9925,23.2875
Kerala,2020-06-30,Monthly,12.17,4601293.0,38.68,Urban,COVID,2020,6,Jun,2020-06,6.9925,5.1775
Madhya Pradesh,2019-05-31,Monthly,3.63,15349838.0,37.97,Rural,Pre-COVID,2019,5,May,2019-05,4.7410000000000005,-1.1110000000000007
Madhya Pradesh,2019-06-30,Monthly,4.25,16294794.0,40.48,Rural,Pre-COVID,2019,6,Jun,2019-06,4.7410000000000005,-0.49100000000000055
Madhya Pradesh,2019-07-31,Monthly,3.92,16274707.0,40.2,Rural,Pre-COVID,2019,7,Jul,2019-07,4.7410000000000005,-0.8210000000000006
Madhya Pradesh,2019-08-31,Monthly,4.94,16559137.0,41.25,Rural,Pre-COVID,2019,8,Aug,2019-08,4.7410000000000005,0.19899999999999984
Madhya Pradesh,2019-09-30,Monthly,3.08,16159315.0,39.4,Rural,Pre-COVID,2019,9,Sep,2019-09,4.7410000000000005,-1.6610000000000005
Madhya Pradesh,2019-10-31,Monthly,2.98,17060638.0,41.46,Rural,Pre-COVID,2019,10,Oct,2019-10,4.7410000000000005,-1.7610000000000006
Madhya Pradesh,2019-11-30,Monthly,2.72,16306428.0,39.44,Rural,Pre-COVID,2019,11,Nov,2019-11,4.7410000000000005,-2.0210000000000004
Madhya Pradesh,2019-12-31,Monthly,2.94,16854647.0,40.77,Rural,Pre-COVID,2019,12,Dec,2019-12,4.7410000000000005,-1.8010000000000006
Madhya Pradesh,2020-01-31,Monthly,3.66,16183702.0,39.35,Rural,Pre-COVID,2020,1,Jan,2020-01,4.7410000000000005,-1.0810000000000004
Madhya Pradesh,2020-02-29,Monthly,4.42,16178044.0,39.57,Rural,Pre-COVID,2020,2,Feb,2020-02,4.7410000000000005,-0.3210000000000006
Madhya Pradesh,2020-03-31,Monthly,1.19,16480441.0,38.9,Rural,COVID,2020,3,Mar,2020-03,4.7410000000000005,-3.5510000000000006
Madhya Pradesh,2020-04-30,Monthly,12.5,14238959.0,37.88,Rural,COVID,2020,4,Apr,2020-04,4.7410000000000005,7.7589999999999995
Madhya Pradesh,2020-05-31,Monthly,22.46,13099601.0,39.24,Rural,COVID,2020,5,May,2020-05,4.7410000000000005,17.719
Madhya Pradesh,2020-06-30,Monthly,6.46,16748971.0,41.5,Rural,COVID,2020,6,Jun,2020-06,4.7410000000000005,1.7189999999999994
Madhya Pradesh,2019-05-31,Monthly,3.91,6692720.0,38.96,Urban,Pre-COVID,2019,5,May,2019-05,4.7410000000000005,-0.8310000000000004
Madhya Pradesh,2019-06-30,Monthly,6.38,6509340.0,38.8,Urban,Pre-COVID,2019,6,Jun,2019-06,4.7410000000000005,1.6389999999999993
Madhya Pradesh,2019-07-31,Monthly,7.38,6266446.0,37.67,Urban,Pre-COVID,2019,7,Jul,2019-07,4.7410000000000005,2.6389999999999993
Madhya Pradesh,2019-08-31,Monthly,6.82,6809834.0,40.6,Urban,Pre-COVID,2019,8,Aug,2019-08,4.7410000000000005,2.0789999999999997
Madhya Pradesh,2019-09-30,Monthly,7.0,6655967.0,39.67,Urban,Pre-COVID,2019,9,Sep,2019-09,4.7410000000000005,2.2589999999999995
Madhya Pradesh,2019-10-31,Monthly,4.4,6603715.0,38.2,Urban,Pre-COVID,2019,10,Oct,2019-10,4.7410000000000005,-0.3410000000000002
